ts_utc,backend,last_update_date_iso,n_qubits,operational,status_msg,pending_jobs,dt,sx_length_med,twoq_length_med,T1_median_us,T2_median_us,readout_err_mean,sx_gate_err_median,twoq_gate_used,twoq_gate_err_median,twoq_gate_err_min,twoq_gate_err_max,basis_hash,coupling_hash,error
2025-10-28T17:30:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T17:35:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T17:40:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T17:45:43Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T17:50:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T17:55:43Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:00:43Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:05:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:10:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:15:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:20:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:25:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:30:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:35:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:40:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
2025-10-28T18:45:44Z,ibm_fez,2025-10-28T02:20:03-04:00,156,True,maintenance,237,4e-09,24.0,68.0,149672412.58,106795843.5,0.018691,0.000293,cz,0.002645,0.001535,1,80b2e5e07447,538ed100f694,
